Record Length,10000,Points,-64.800001681E-3,41.43906385E-3,,Record Length,10000,Points,-64.800001681E-3,138.8187557E-3,
Sample Interval,9.999999747E-6,s,-64.790003002E-3,41.43687710E-3,,Sample Interval,9.999999747E-6,s,-64.790003002E-3,138.8093829E-3,
Trigger Point,6.48000064E3,Samples,-64.780004323E-3,41.44500196E-3,,Trigger Point,6.48000064E3,Samples,-64.780004323E-3,138.8109475E-3,
,,,-64.769998193E-3,41.43937677E-3,,,,,-64.769998193E-3,138.8453245E-3,
,,,-64.759999514E-3,41.44500196E-3,,,,,-64.759999514E-3,138.8187557E-3,
,,,-64.750000834E-3,41.44281521E-3,,,,,-64.750000834E-3,138.8640702E-3,
Source,CH1,,-64.740002155E-3,41.44062474E-3,,Source,CH2,,-64.740002155E-3,138.8500035E-3,
Vertical Units,V,,-64.730003476E-3,41.43750295E-3,,Vertical Units,V,,-64.730003476E-3,138.7671977E-3,
Vertical Scale,2.0478124E-3,,-64.720004797E-3,41.44375026E-3,,Vertical Scale,10.2390622E-3,,-64.720004797E-3,138.7625039E-3,
Vertical Offset,0.03228,,-64.709998667E-3,41.44281521E-3,,Vertical Offset,0.092,,-64.709998667E-3,138.8578117E-3,
Horizontal Units,s,,-64.699999988E-3,41.44281521E-3,,Horizontal Units,s,,-64.699999988E-3,138.8859451E-3,
Horizontal Scale,9.999999747E-3,,-64.690001309E-3,41.44093767E-3,,Horizontal Scale,9.999999747E-3,,-64.690001309E-3,138.8015747E-3,
Pt Fmt,Y,,-64.680002630E-3,41.44062474E-3,,Pt Fmt,Y,,-64.680002630E-3,138.8125122E-3,
Yzero,429.726842667E-3,,-64.670003951E-3,41.43406451E-3,,Yzero,0.0,,-64.670003951E-3,138.8109475E-3,
Probe Atten,1.000000,,-64.660005271E-3,41.44218937E-3,,Probe Atten,1.000000,,-64.660005271E-3,138.8171911E-3,
,,,-64.649999142E-3,41.44312814E-3,,,,,-64.649999142E-3,138.8515681E-3,
Note,DPO3032 - 15:57:35   08/03/2024,,-64.640000463E-3,41.43249989E-3,,Note,DPO3032 - 15:57:35   08/03/2024,,-64.640000463E-3,138.8109475E-3,
,,,-64.630001783E-3,41.44343734E-3,,,,,-64.630001783E-3,138.7968808E-3,
,,,-64.620003104E-3,41.44062474E-3,,,,,-64.620003104E-3,138.8265640E-3,
,,,-64.610004425E-3,41.44187644E-3,,,,,-64.610004425E-3,138.8375014E-3,
,,,-64.599998295E-3,41.44062474E-3,,,,,-64.599998295E-3,138.8312578E-3,
,,,-64.589999616E-3,41.43656418E-3,,,,,-64.589999616E-3,138.7750059E-3,
,,,-64.580000937E-3,41.44343734E-3,,,,,-64.580000937E-3,138.7578249E-3,
,,,-64.570002258E-3,41.43875092E-3,,,,,-64.570002258E-3,138.7671977E-3,
,,,-64.560003579E-3,41.43750295E-3,,,,,-64.560003579E-3,138.8156265E-3,
,,,-64.550004900E-3,41.43937677E-3,,,,,-64.550004900E-3,138.8296932E-3,
,,,-64.539998770E-3,41.42968729E-3,,,,,-64.539998770E-3,138.8625056E-3,
,,,-64.530000091E-3,41.43781587E-3,,,,,-64.530000091E-3,138.8390660E-3,
,,,-64.520001411E-3,41.44343734E-3,,,,,-64.520001411E-3,138.8468742E-3,
,,,-64.510002732E-3,41.44500196E-3,,,,,-64.510002732E-3,138.8125122E-3,
,,,-64.500004053E-3,41.43750295E-3,,,,,-64.500004053E-3,138.8234496E-3,
,,,-64.490005374E-3,41.44187644E-3,,,,,-64.490005374E-3,138.7687624E-3,
,,,-64.479999244E-3,41.44187644E-3,,,,,-64.479999244E-3,138.7406290E-3,
,,,-64.470000565E-3,41.43625125E-3,,,,,-64.470000565E-3,138.7765706E-3,
,,,-64.460001886E-3,41.44281521E-3,,,,,-64.460001886E-3,138.8265640E-3,
,,,-64.450003207E-3,41.43781587E-3,,,,,-64.450003207E-3,138.7671977E-3,
,,,-64.440004528E-3,41.43750295E-3,,,,,-64.440004528E-3,138.7984455E-3,
,,,-64.429998398E-3,41.44375026E-3,,,,,-64.429998398E-3,138.8171911E-3,
,,,-64.419999719E-3,41.43906385E-3,,,,,-64.419999719E-3,138.7718767E-3,
,,,-64.410001040E-3,41.44062474E-3,,,,,-64.410001040E-3,138.8125122E-3,
,,,-64.400002360E-3,41.43812507E-3,,,,,-64.400002360E-3,138.7625039E-3,
,,,-64.390003681E-3,41.43219069E-3,,,,,-64.390003681E-3,138.7718767E-3,
,,,-64.380005002E-3,41.43531248E-3,,,,,-64.380005002E-3,138.7687624E-3,
,,,-64.369998872E-3,41.44031554E-3,,,,,-64.369998872E-3,138.7578249E-3,
,,,-64.360000193E-3,41.44156352E-3,,,,,-64.360000193E-3,138.7890726E-3,
,,,-64.350001514E-3,41.43937677E-3,,,,,-64.350001514E-3,138.6859417E-3,
,,,-64.340002835E-3,41.43469036E-3,,,,,-64.340002835E-3,138.7640685E-3,
,,,-64.330004156E-3,41.44093767E-3,,,,,-64.330004156E-3,138.7875080E-3,
,,,-64.319998026E-3,41.44187644E-3,,,,,-64.319998026E-3,138.7437582E-3,
,,,-64.309999347E-3,41.44093767E-3,,,,,-64.309999347E-3,138.7968808E-3,
,,,-64.300000668E-3,41.43781587E-3,,,,,-64.300000668E-3,138.7500018E-3,
,,,-64.290001988E-3,41.43531248E-3,,,,,-64.290001988E-3,138.7374997E-3,
,,,-64.280003309E-3,41.43750295E-3,,,,,-64.280003309E-3,138.6828125E-3,
,,,-64.270004630E-3,41.44343734E-3,,,,,-64.270004630E-3,138.7687624E-3,
,,,-64.259998500E-3,41.44281521E-3,,,,,-64.259998500E-3,138.8046890E-3,
,,,-64.249999821E-3,41.44093767E-3,,,,,-64.249999821E-3,138.7437582E-3,
,,,-64.240001142E-3,41.44218937E-3,,,,,-64.240001142E-3,138.7625039E-3,
,,,-64.230002463E-3,41.44093767E-3,,,,,-64.230002463E-3,138.7921870E-3,
,,,-64.220003784E-3,41.43812507E-3,,,,,-64.220003784E-3,138.7265623E-3,
,,,-64.210005105E-3,41.43875092E-3,,,,,-64.210005105E-3,138.7875080E-3,
,,,-64.199998975E-3,41.44375026E-3,,,,,-64.199998975E-3,138.7640685E-3,
,,,-64.190000296E-3,41.43906385E-3,,,,,-64.190000296E-3,138.7468874E-3,
,,,-64.180001616E-3,41.44218937E-3,,,,,-64.180001616E-3,138.6312544E-3,
,,,-64.170002937E-3,41.44156352E-3,,,,,-64.170002937E-3,138.7406290E-3,
,,,-64.160004258E-3,41.43469036E-3,,,,,-64.160004258E-3,138.7921870E-3,
,,,-64.149998128E-3,41.43469036E-3,,,,,-64.149998128E-3,138.7828141E-3,
,,,-64.139999449E-3,41.43875092E-3,,,,,-64.139999449E-3,138.7703121E-3,
,,,-64.130000770E-3,41.44343734E-3,,,,,-64.130000770E-3,138.7500018E-3,
,,,-64.120002091E-3,41.44187644E-3,,,,,-64.120002091E-3,138.7828141E-3,
,,,-64.110003412E-3,41.44281521E-3,,,,,-64.110003412E-3,138.6875063E-3,
,,,-64.100004733E-3,41.43812507E-3,,,,,-64.100004733E-3,138.7781352E-3,
,,,-64.089998603E-3,41.43531248E-3,,,,,-64.089998603E-3,138.7015730E-3,
,,,-64.079999924E-3,41.43781587E-3,,,,,-64.079999924E-3,138.7281269E-3,
,,,-64.070001245E-3,41.43687710E-3,,,,,-64.070001245E-3,138.7296915E-3,
,,,-64.060002565E-3,41.43875092E-3,,,,,-64.060002565E-3,138.8093829E-3,
,,,-64.050003886E-3,41.44156352E-3,,,,,-64.050003886E-3,138.7484372E-3,
,,,-64.040005207E-3,41.43500328E-3,,,,,-64.040005207E-3,138.7421936E-3,
,,,-64.029999077E-3,41.43875092E-3,,,,,-64.029999077E-3,138.7546957E-3,
,,,-64.020000398E-3,41.44562781E-3,,,,,-64.020000398E-3,138.8125122E-3,
,,,-64.010001719E-3,41.43968970E-3,,,,,-64.010001719E-3,138.7609392E-3,
,,,-64.000003040E-3,41.43968970E-3,,,,,-64.000003040E-3,138.7703121E-3,
,,,-63.990004361E-3,41.43781587E-3,,,,,-63.990004361E-3,138.7374997E-3,
