Record Length,10000,Points,-500.000000000E-3,38.28750178E-3,
Sample Interval,99.999997474E-6,s,-499.900013208E-3,38.29765692E-3,
Trigger Point,5.00000036E3,Samples,-499.799996614E-3,38.30312565E-3,
,,,-499.700009823E-3,38.28984499E-3,
,,,-499.599993229E-3,38.27812523E-3,
,,,-499.500006437E-3,38.26328367E-3,
Source,CH2,,-499.399989843E-3,38.31171989E-3,
Vertical Units,V,,-499.300003052E-3,38.28984499E-3,
Vertical Scale,5.11953112E-3,,-499.199986458E-3,38.24687749E-3,
Vertical Offset,0.0235,,-499.099999666E-3,38.28281164E-3,
Horizontal Units,s,,-499.000012875E-3,38.27812523E-3,
Horizontal Scale,99.999997474E-3,,-498.899996281E-3,38.25312480E-3,
Pt Fmt,Y,,-498.800009489E-3,38.27499971E-3,
Yzero,-1.1719823,,-498.699992895E-3,38.25546801E-3,
Probe Atten,1.000000,,-498.600006104E-3,38.31250221E-3,
,,,-498.499989510E-3,38.32812607E-3,
Note,DPO3032 - 15:29:56   22/02/2024,,-498.400002718E-3,38.30546886E-3,
,,,-498.299986124E-3,38.29062730E-3,
,,,-498.199999332E-3,38.28671947E-3,
,,,-498.100012541E-3,38.32109272E-3,
,,,-497.999995947E-3,38.30390796E-3,
,,,-497.900009155E-3,38.31484541E-3,
,,,-497.799992561E-3,38.29921782E-3,
,,,-497.700005770E-3,38.35000098E-3,
,,,-497.599989176E-3,38.33359480E-3,
,,,-497.500002384E-3,38.28359395E-3,
,,,-497.399985790E-3,38.28359395E-3,
,,,-497.299998999E-3,38.28359395E-3,
,,,-497.200012207E-3,38.28984499E-3,
,,,-497.099995613E-3,38.28203306E-3,
,,,-497.000008821E-3,38.28671947E-3,
,,,-496.899992228E-3,38.31328079E-3,
,,,-496.800005436E-3,38.32734376E-3,
,,,-496.699988842E-3,38.25078160E-3,
,,,-496.600002050E-3,38.26640546E-3,
,,,-496.499985456E-3,38.24843839E-3,
,,,-496.399998665E-3,38.22031245E-3,
,,,-496.300011873E-3,38.24765608E-3,
,,,-496.199995279E-3,38.21250051E-3,
,,,-496.100008488E-3,38.22499886E-3,
,,,-495.999991894E-3,38.24531287E-3,
,,,-495.900005102E-3,38.20312396E-3,
,,,-495.799988508E-3,38.18828240E-3,
,,,-495.700001717E-3,38.18984330E-3,
,,,-495.600014925E-3,38.19375113E-3,
,,,-495.499998331E-3,38.20624948E-3,
,,,-495.400011539E-3,38.17031160E-3,
,,,-495.299994946E-3,38.19609433E-3,
,,,-495.200008154E-3,38.20390627E-3,
,,,-495.099991560E-3,38.19140792E-3,
,,,-495.000004768E-3,38.18515688E-3,
,,,-494.899988174E-3,38.15234452E-3,
,,,-494.800001383E-3,38.17265853E-3,
,,,-494.700014591E-3,38.15781325E-3,
,,,-494.599997997E-3,38.14921901E-3,
,,,-494.500011206E-3,38.12031448E-3,
,,,-494.399994612E-3,38.13906386E-3,
,,,-494.300007820E-3,38.10937703E-3,
,,,-494.199991226E-3,38.12968731E-3,
,,,-494.100004435E-3,38.14375028E-3,
,,,-493.999987841E-3,38.08671981E-3,
,,,-493.900001049E-3,38.10625151E-3,
,,,-493.800014257E-3,38.05937618E-3,
,,,-493.699997663E-3,38.04843873E-3,
,,,-493.600010872E-3,38.09609264E-3,
,,,-493.499994278E-3,38.06093708E-3,
,,,-493.400007486E-3,38.05625066E-3,
,,,-493.299990892E-3,38.07968646E-3,
,,,-493.200004101E-3,38.07343915E-3,
,,,-493.099987507E-3,38.09453174E-3,
,,,-493.000000715E-3,38.06953132E-3,
,,,-492.900013924E-3,38.02578151E-3,
,,,-492.799997330E-3,38.05312514E-3,
,,,-492.700010538E-3,38.03515807E-3,
,,,-492.599993944E-3,38.03359345E-3,
,,,-492.500007153E-3,38.05468976E-3,
,,,-492.399990559E-3,38.01718727E-3,
,,,-492.300003767E-3,38.03515807E-3,
,,,-492.199987173E-3,38.03046793E-3,
,,,-492.100000381E-3,38.05937618E-3,
,,,-492.000013590E-3,38.03984448E-3,
,,,-491.899996996E-3,38.05468976E-3,
,,,-491.800010204E-3,38.03281486E-3,
,,,-491.699993610E-3,38.03671896E-3,
,,,-491.600006819E-3,38.01250085E-3,
,,,-491.499990225E-3,38.03671896E-3,
,,,-491.400003433E-3,38.03750128E-3,
,,,-491.299986839E-3,38.01171854E-3,
,,,-491.200000048E-3,38.05078194E-3,
,,,-491.100013256E-3,38.00468892E-3,
,,,-490.999996662E-3,38.00000250E-3,
,,,-490.900009871E-3,38.04140538E-3,
,,,-490.799993277E-3,38.02734613E-3,
,,,-490.700006485E-3,38.03359345E-3,
,,,-490.599989891E-3,38.03203255E-3,
,,,-490.500003099E-3,38.01796958E-3,
